ProdCodeId	DMDCode	TermfromEMIS	ProductName	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	DrugIssues	FINAL_CATEGORY
10336841000033116	24560411000001103	Mylafent 25micrograms/hour transdermal patches (Viatris UK Healthcare Ltd)	Mylafent 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		70	iv) Strong/very strong opioids
9204441000033114	24560611000001100	Mylafent 50micrograms/hour transdermal patches (Viatris UK Healthcare Ltd)	Mylafent 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		60	iv) Strong/very strong opioids
9204541000033110	24560811000001101	Mylafent 75micrograms/hour transdermal patches (Viatris UK Healthcare Ltd)	Mylafent 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		40	iv) Strong/very strong opioids
13576541000033116	38419711000001105	Myloxifin 10mg/5mg modified-release tablets (Zentiva Pharma UK Ltd)	Myloxifin 10mg/5mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	5.000mg + 10.000mg	Modified-release tablet	Oral		40	iv) Strong/very strong opioids
13576641000033115	38419911000001107	Myloxifin 20mg/10mg modified-release tablets (Zentiva Pharma UK Ltd)	Myloxifin 20mg/10mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	10.000mg + 20.000mg	Modified-release tablet	Oral		3	iv) Strong/very strong opioids
12346941000033118	14983211000001101	Oldaram 100mg modified-release tablets (Ranbaxy (UK) Ltd)	Oldaram 100mg modified-release tablets	Tramadol hydrochloride	100.000mg	Modified-release tablet	Oral		3	iv) Strong/very strong opioids
12185341000033113	34051611000001101	Onexila XL 10mg tablets (Aspire Pharma Ltd)	Onexila XL 10mg tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral		100	iv) Strong/very strong opioids
12185541000033118	34051911000001107	Onexila XL 20mg tablets (Aspire Pharma Ltd)	Onexila XL 20mg tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral		100	iv) Strong/very strong opioids
12185641000033117	34051311000001106	Onexila XL 40mg tablets (Aspire Pharma Ltd)	Onexila XL 40mg tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral		100	iv) Strong/very strong opioids
12185741000033114	34052211000001105	Onexila XL 80mg tablets (Aspire Pharma Ltd)	Onexila XL 80mg tablets	Oxycodone hydrochloride	80.000mg	Modified-release tablet	Oral		20	iv) Strong/very strong opioids
8884341000033111	37975711000001107	Opiodur 100micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Opiodur 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		100	iv) Strong/very strong opioids
8884441000033117	37972611000001107	Opiodur 12micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Opiodur 12micrograms/hour transdermal patches	Fentanyl	12.000microgram/1.000hour	Transdermal patch	Transdermal		800	iv) Strong/very strong opioids
8884541000033116	37973911000001108	Opiodur 25micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Opiodur 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		500	iv) Strong/very strong opioids
8884641000033115	37974911000001105	Opiodur 50micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Opiodur 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		500	iv) Strong/very strong opioids
8884741000033112	37975411000001101	Opiodur 75micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Opiodur 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		300	iv) Strong/very strong opioids
1014541000033111	3608411000001106	Oramorph 100mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	Oramorph 100mg/5ml oral solution unit dose vials	Morphine sulfate	20.000mg/1.000ml	Oral solution	Oral		1000	iv) Strong/very strong opioids
1014841000033113	3164311000001109	Oramorph 10mg/5ml oral solution (Glenwood GmbH)	Oramorph 10mg/5ml oral solution	Morphine sulfate	2.000mg/1.000ml	Oral solution	Oral		3000000	iv) Strong/very strong opioids
1014441000033110	3331611000001103	Oramorph 10mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	Oramorph 10mg/5ml oral solution unit dose vials	Morphine sulfate	2.000mg/1.000ml	Oral solution	Oral		30000	iv) Strong/very strong opioids
1014941000033117	3453511000001105	Oramorph 20mg/ml concentrated oral solution (Glenwood GmbH)	Oramorph 20mg/ml concentrated oral solution	Morphine sulfate	20.000mg/1.000ml	Oral solution	Oral		40000	iv) Strong/very strong opioids
1014641000033112	3609711000001109	Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	Oramorph 30mg/5ml oral solution unit dose vials	Morphine sulfate	6.000mg/1.000ml	Oral solution	Oral		5000	iv) Strong/very strong opioids
4503141000033112	13568111000001108	Osmach 100micrograms/hour transdermal patches (Ratiopharm UK Ltd)	Osmach 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		30	iv) Strong/very strong opioids
4502841000033111	13567511000001103	Osmach 25micrograms/hour transdermal patches (Teva UK Ltd)	Osmach 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		60	iv) Strong/very strong opioids
4502941000033115	13567711000001108	Osmach 50micrograms/hour transdermal patches (Teva UK Ltd)	Osmach 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		80	iv) Strong/very strong opioids
4503041000033113	13567911000001105	Osmach 75micrograms/hour transdermal patches (Teva UK Ltd)	Osmach 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		20	iv) Strong/very strong opioids
4956341000033116	15303011000001109	Osmanil 100micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Osmanil 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		200	iv) Strong/very strong opioids
5300441000033116	16088911000001101	Osmanil 12micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Osmanil 12micrograms/hour transdermal patches	Fentanyl	12.000microgram/1.000hour	Transdermal patch	Transdermal		600	iv) Strong/very strong opioids
4956041000033118	15302411000001109	Osmanil 25micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Osmanil 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		700	iv) Strong/very strong opioids
4956141000033119	15302611000001107	Osmanil 50micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Osmanil 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		400	iv) Strong/very strong opioids
4956241000033114	15302811000001106	Osmanil 75micrograms/hour transdermal patches (Zentiva Pharma UK Ltd)	Osmanil 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		300	iv) Strong/very strong opioids
10333241000033114	29677811000001101	Oxeltra 10mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 10mg modified-release tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral		30000	iv) Strong/very strong opioids
10333341000033116	29678111000001109	Oxeltra 15mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 15mg modified-release tablets	Oxycodone hydrochloride	15.000mg	Modified-release tablet	Oral		6000	iv) Strong/very strong opioids
10333441000033110	29678311000001106	Oxeltra 20mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 20mg modified-release tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral		20000	iv) Strong/very strong opioids
10333541000033111	29677211000001102	Oxeltra 30mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 30mg modified-release tablets	Oxycodone hydrochloride	30.000mg	Modified-release tablet	Oral		9000	iv) Strong/very strong opioids
10333641000033112	29677611000001100	Oxeltra 40mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 40mg modified-release tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral		10000	iv) Strong/very strong opioids
10333141000033119	29650311000001107	Oxeltra 5mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 5mg modified-release tablets	Oxycodone hydrochloride	5.000mg	Modified-release tablet	Oral		20000	iv) Strong/very strong opioids
10333741000033115	29677411000001103	Oxeltra 60mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 60mg modified-release tablets	Oxycodone hydrochloride	60.000mg	Modified-release tablet	Oral		4000	iv) Strong/very strong opioids
10333841000033113	29676711000001106	Oxeltra 80mg modified-release tablets (Wockhardt UK Ltd)	Oxeltra 80mg modified-release tablets	Oxycodone hydrochloride	80.000mg	Modified-release tablet	Oral		5000	iv) Strong/very strong opioids
13708841000033114	38453311000001100	Oxyact 10mg tablets (Kent Pharma (UK) Ltd)	Oxyact 10mg tablets	Oxycodone hydrochloride	10.000mg	Tablet	Oral		70	iv) Strong/very strong opioids
13708941000033118	38455911000001103	Oxyact 20mg tablets (Kent Pharma (UK) Ltd)	Oxyact 20mg tablets	Oxycodone hydrochloride	20.000mg	Tablet	Oral		20	iv) Strong/very strong opioids
13708741000033116	38456711000001108	Oxyact 5mg tablets (Kent Pharma (UK) Ltd)	Oxyact 5mg tablets	Oxycodone hydrochloride	5.000mg	Tablet	Oral		90	iv) Strong/very strong opioids
13718241000033113	38801811000001106	Oxyargin 10mg/5mg modified-release tablets (Viatris UK Healthcare Ltd)	Oxyargin 10mg/5mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	5.000mg + 10.000mg	Modified-release tablet	Oral		6	iv) Strong/very strong opioids
13718541000033110	38803111000001103	Oxyargin 5mg/2.5mg modified-release tablets (Viatris UK Healthcare Ltd)	Oxyargin 5mg/2.5mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	2.500mg + 5.000mg	Modified-release tablet	Oral		3	iv) Strong/very strong opioids
4898141000033118	14985811000001101	Oxycodone 10mg / Naloxone 5mg modified-release tablets	Oxycodone 10mg / Naloxone 5mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	5.000mg + 10.000mg	Modified-release tablet	Oral	4070200	50000	iv) Strong/very strong opioids
1987241000033111	322692000	Oxycodone 10mg capsules	Oxycodone 10mg capsules	Oxycodone hydrochloride	10.000mg	Capsule	Oral	4070200	200000	iv) Strong/very strong opioids
1981941000033112	36129511000001101	Oxycodone 10mg modified-release tablets	Oxycodone 10mg modified-release tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral	4070200	500000	iv) Strong/very strong opioids
13708541000033112	38752211000001108	Oxycodone 10mg tablets	Oxycodone 10mg tablets	Oxycodone hydrochloride	10.000mg	Tablet	Oral	4070200	200	iv) Strong/very strong opioids
2926541000033118	36129811000001103	Oxycodone 10mg/1ml solution for injection ampoules	Oxycodone 10mg/1ml solution for injection ampoules	Oxycodone hydrochloride	10.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous	4070200	80000	iv) Strong/very strong opioids
1987541000033113	36130011000001103	Oxycodone 10mg/ml oral solution sugar free	Oxycodone 10mg/ml oral solution sugar free	Oxycodone hydrochloride	10.000mg/1.000ml	Oral solution	Oral	4070200	30000	iv) Strong/very strong opioids
6125341000033115	18645511000001107	Oxycodone 120mg modified-release tablets	Oxycodone 120mg modified-release tablets	Oxycodone hydrochloride	120.000mg	Modified-release tablet	Oral	4070200	10000	iv) Strong/very strong opioids
6125041000033117	36130211000001108	Oxycodone 15mg modified-release tablets	Oxycodone 15mg modified-release tablets	Oxycodone hydrochloride	15.000mg	Modified-release tablet	Oral	4070200	30000	iv) Strong/very strong opioids
4898241000033113	14985911000001106	Oxycodone 20mg / Naloxone 10mg modified-release tablets	Oxycodone 20mg / Naloxone 10mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	10.000mg + 20.000mg	Modified-release tablet	Oral	4070200	40000	iv) Strong/very strong opioids
1987341000033118	322693005	Oxycodone 20mg capsules	Oxycodone 20mg capsules	Oxycodone hydrochloride	20.000mg	Capsule	Oral	4070200	100000	iv) Strong/very strong opioids
1982041000033118	36130411000001107	Oxycodone 20mg modified-release tablets	Oxycodone 20mg modified-release tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral	4070200	400000	iv) Strong/very strong opioids
13708641000033113	38752311000001100	Oxycodone 20mg tablets	Oxycodone 20mg tablets	Oxycodone hydrochloride	20.000mg	Tablet	Oral	4070200	100	iv) Strong/very strong opioids
2926641000033117	36130611000001105	Oxycodone 20mg/2ml solution for injection ampoules	Oxycodone 20mg/2ml solution for injection ampoules	Oxycodone hydrochloride	10.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous	4070200	10000	iv) Strong/very strong opioids
6125141000033118	36130711000001101	Oxycodone 30mg modified-release tablets	Oxycodone 30mg modified-release tablets	Oxycodone hydrochloride	30.000mg	Modified-release tablet	Oral	4070200	50000	iv) Strong/very strong opioids
5234341000033117	15852811000001104	Oxycodone 40mg / Naloxone 20mg modified-release tablets	Oxycodone 40mg / Naloxone 20mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	20.000mg + 40.000mg	Modified-release tablet	Oral	4070200	20000	iv) Strong/very strong opioids
1982141000033119	36130911000001104	Oxycodone 40mg modified-release tablets	Oxycodone 40mg modified-release tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral	4070200	200000	iv) Strong/very strong opioids
5131441000033111	15613611000001105	Oxycodone 50mg/1ml solution for injection ampoules	Oxycodone 50mg/1ml solution for injection ampoules	Oxycodone hydrochloride	50.000mg/1.000ml	Solution for injection	Intravenous/ Subcutaneous	4070200	10000	iv) Strong/very strong opioids
5234241000033110	15852911000001109	Oxycodone 5mg / Naloxone 2.5mg modified-release tablets	Oxycodone 5mg / Naloxone 2.5mg modified-release tablets	Naloxone hydrochloride/ Oxycodone hydrochloride	2.500mg + 5.000mg	Modified-release tablet	Oral	4070200	30000	iv) Strong/very strong opioids
1987141000033116	322691007	Oxycodone 5mg capsules	Oxycodone 5mg capsules	Oxycodone hydrochloride	5.000mg	Capsule	Oral	4070200	300000	iv) Strong/very strong opioids
2748441000033110	36131011000001107	Oxycodone 5mg modified-release tablets	Oxycodone 5mg modified-release tablets	Oxycodone hydrochloride	5.000mg	Modified-release tablet	Oral	4070200	200000	iv) Strong/very strong opioids
13708441000033111	38752411000001107	Oxycodone 5mg tablets	Oxycodone 5mg tablets	Oxycodone hydrochloride	5.000mg	Tablet	Oral	4070200	900	iv) Strong/very strong opioids
1987441000033112	36131211000001102	Oxycodone 5mg/5ml oral solution sugar free	Oxycodone 5mg/5ml oral solution sugar free	Oxycodone hydrochloride	1.000mg/1.000ml	Oral solution	Oral	4070200	500000	iv) Strong/very strong opioids
6125241000033113	36131311000001105	Oxycodone 60mg modified-release tablets	Oxycodone 60mg modified-release tablets	Oxycodone hydrochloride	60.000mg	Modified-release tablet	Oral	4070200	30000	iv) Strong/very strong opioids
1982541000033111	36131511000001104	Oxycodone 80mg modified-release tablets	Oxycodone 80mg modified-release tablets	Oxycodone hydrochloride	80.000mg	Modified-release tablet	Oral	4070200	80000	iv) Strong/very strong opioids
1025241000033119		Oxycodone Pectinate  Suppositories  30 mg							300	iv) Strong/very strong opioids
1987641000033114	2891711000001108	OxyContin 10mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 10mg modified-release tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral		200000	iv) Strong/very strong opioids
6125741000033119	18641711000001104	OxyContin 120mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 120mg modified-release tablets	Oxycodone hydrochloride	120.000mg	Modified-release tablet	Oral		5000	iv) Strong/very strong opioids
6125441000033114	18645111000001103	OxyContin 15mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 15mg modified-release tablets	Oxycodone hydrochloride	15.000mg	Modified-release tablet	Oral		10000	iv) Strong/very strong opioids
1987741000033117	2896611000001106	OxyContin 20mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 20mg modified-release tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral		200000	iv) Strong/very strong opioids
6125541000033110	18644611000001105	OxyContin 30mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 30mg modified-release tablets	Oxycodone hydrochloride	30.000mg	Modified-release tablet	Oral		30000	iv) Strong/very strong opioids
1987841000033110	2897211000001106	OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 40mg modified-release tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral		100000	iv) Strong/very strong opioids
2748541000033111	4074911000001106	OxyContin 5mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 5mg modified-release tablets	Oxycodone hydrochloride	5.000mg	Modified-release tablet	Oral		80000	iv) Strong/very strong opioids
6125641000033111	18643311000001102	OxyContin 60mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 60mg modified-release tablets	Oxycodone hydrochloride	60.000mg	Modified-release tablet	Oral		10000	iv) Strong/very strong opioids
1987941000033119	2898111000001104	OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd)	OxyContin 80mg modified-release tablets	Oxycodone hydrochloride	80.000mg	Modified-release tablet	Oral		50000	iv) Strong/very strong opioids
8048141000033110	20968811000001109	Oxylan 10mg modified-release tablets (Gerot Lannach UK Ltd)	Oxylan 10mg modified-release tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral		600	iv) Strong/very strong opioids
8048241000033115	20969011000001108	Oxylan 20mg modified-release tablets (Gerot Lannach UK Ltd)	Oxylan 20mg modified-release tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral		700	iv) Strong/very strong opioids
8048341000033113	20969211000001103	Oxylan 40mg modified-release tablets (Gerot Lannach UK Ltd)	Oxylan 40mg modified-release tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral		200	iv) Strong/very strong opioids
8048041000033111	20968611000001105	Oxylan 5mg modified-release tablets (Gerot Lannach UK Ltd)	Oxylan 5mg modified-release tablets	Oxycodone hydrochloride	5.000mg	Modified-release tablet	Oral		1000	iv) Strong/very strong opioids
8048441000033119	20969411000001104	Oxylan 80mg modified-release tablets (Gerot Lannach UK Ltd)	Oxylan 80mg modified-release tablets	Oxycodone hydrochloride	80.000mg	Modified-release tablet	Oral		70	iv) Strong/very strong opioids
1988141000033117	2896011000001104	OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd)	OxyNorm 10mg capsules	Oxycodone hydrochloride	10.000mg	Capsule	Oral		100000	iv) Strong/very strong opioids
2926741000033114	4635211000001105	OxyNorm 10mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd)	OxyNorm 10mg/1ml solution for injection ampoules	Oxycodone hydrochloride	10.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous		5000	iv) Strong/very strong opioids
1988341000033119	2897511000001109	OxyNorm 10mg/ml concentrate oral solution (Napp Pharmaceuticals Ltd)	OxyNorm 10mg/ml concentrate oral solution	Oxycodone hydrochloride	10.000mg/1.000ml	Oral solution	Oral		20000	iv) Strong/very strong opioids
1988241000033112	2896311000001101	OxyNorm 20mg capsules (Napp Pharmaceuticals Ltd)	OxyNorm 20mg capsules	Oxycodone hydrochloride	20.000mg	Capsule	Oral		60000	iv) Strong/very strong opioids
2926841000033116	4636011000001109	OxyNorm 20mg/2ml solution for injection ampoules (Napp Pharmaceuticals Ltd)	OxyNorm 20mg/2ml solution for injection ampoules	Oxycodone hydrochloride	10.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous		2000	iv) Strong/very strong opioids
5131541000033112	15545411000001108	OxyNorm 50mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd)	OxyNorm 50mg/1ml solution for injection ampoules	Oxycodone hydrochloride	50.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous		700	iv) Strong/very strong opioids
1988041000033116	2895711000001105	OxyNorm 5mg capsules (Napp Pharmaceuticals Ltd)	OxyNorm 5mg capsules	Oxycodone hydrochloride	5.000mg	Capsule	Oral		100000	iv) Strong/very strong opioids
1988441000033113	2898211000001105	OxyNorm liquid 1mg/ml oral solution (Napp Pharmaceuticals Ltd)	OxyNorm liquid 1mg/ml oral solution	Oxycodone hydrochloride	1.000mg/1.000ml	Oral solution	Oral		200000	iv) Strong/very strong opioids
12664541000033119	35846211000001100	Oxypro 10mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 10mg modified-release tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral		20000	iv) Strong/very strong opioids
12664641000033118	35846411000001101	Oxypro 15mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 15mg modified-release tablets	Oxycodone hydrochloride	15.000mg	Modified-release tablet	Oral		5000	iv) Strong/very strong opioids
12664741000033110	35846611000001103	Oxypro 20mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 20mg modified-release tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral		10000	iv) Strong/very strong opioids
12664841000033117	35846811000001104	Oxypro 30mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 30mg modified-release tablets	Oxycodone hydrochloride	30.000mg	Modified-release tablet	Oral		6000	iv) Strong/very strong opioids
12664941000033113	35847011000001108	Oxypro 40mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 40mg modified-release tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral		6000	iv) Strong/very strong opioids
12665041000033113	35846011000001105	Oxypro 5mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 5mg modified-release tablets	Oxycodone hydrochloride	5.000mg	Modified-release tablet	Oral		10000	iv) Strong/very strong opioids
12665141000033112	35847211000001103	Oxypro 60mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 60mg modified-release tablets	Oxycodone hydrochloride	60.000mg	Modified-release tablet	Oral		3000	iv) Strong/very strong opioids
12665241000033117	35847411000001104	Oxypro 80mg modified-release tablets (Ridge Pharma Ltd)	Oxypro 80mg modified-release tablets	Oxycodone hydrochloride	80.000mg	Modified-release tablet	Oral		2000	iv) Strong/very strong opioids
9160241000033118	24120811000001104	Palexia 20mg/ml oral solution (Grunenthal Ltd)	Palexia 20mg/ml oral solution	Tapentadol hydrochloride	20.000mg/1.000ml	Oral solution	Oral		100	iv) Strong/very strong opioids
6132241000033119	18662511000001107	Palexia 50mg tablets (Grunenthal Ltd)	Palexia 50mg tablets	Tapentadol hydrochloride	50.000mg	Tablet	Oral		3000	iv) Strong/very strong opioids
6132341000033112	18662911000001100	Palexia 75mg tablets (Grunenthal Ltd)	Palexia 75mg tablets	Tapentadol hydrochloride	75.000mg	Tablet	Oral		400	iv) Strong/very strong opioids
6133941000033117	18664111000001106	Palexia SR 100mg tablets (Grunenthal Ltd)	Palexia SR 100mg tablets	Tapentadol hydrochloride	100.000mg	Modified-release tablet	Oral		4000	iv) Strong/very strong opioids
6134041000033115	18664411000001101	Palexia SR 150mg tablets (Grunenthal Ltd)	Palexia SR 150mg tablets	Tapentadol hydrochloride	150.000mg	Modified-release tablet	Oral		2000	iv) Strong/very strong opioids
6134141000033116	18664711000001107	Palexia SR 200mg tablets (Grunenthal Ltd)	Palexia SR 200mg tablets	Tapentadol hydrochloride	200.000mg	Modified-release tablet	Oral		1000	iv) Strong/very strong opioids
6134241000033111	18665211000001104	Palexia SR 250mg tablets (Grunenthal Ltd)	Palexia SR 250mg tablets	Tapentadol hydrochloride	250.000mg	Modified-release tablet	Oral		800	iv) Strong/very strong opioids
6133841000033113	18663511000001100	Palexia SR 50mg tablets (Grunenthal Ltd)	Palexia SR 50mg tablets	Tapentadol hydrochloride	50.000mg	Modified-release tablet	Oral		5000	iv) Strong/very strong opioids
1041241000033118	3759511000001101	Palfium 10mg tablets (Roche Products Ltd)	Palfium 10mg tablets	Dextromoramide tartrate	10.000mg	Tablet	Oral		3000	iv) Strong/very strong opioids
1041341000033111	3760311000001108	Palfium 5mg tablets (Roche Products Ltd)	Palfium 5mg tablets	Dextromoramide tartrate	5.000mg	Tablet	Oral		10000	iv) Strong/very strong opioids
1029141000033112	3836411000001105	Palladone 1.3mg capsules (Napp Pharmaceuticals Ltd)	Palladone 1.3mg capsules	Hydromorphone hydrochloride	1.300mg	Capsule	Oral		3000	iv) Strong/very strong opioids
1029241000033117	3837511000001106	Palladone 2.6mg capsules (Napp Pharmaceuticals Ltd)	Palladone 2.6mg capsules	Hydromorphone hydrochloride	2.600mg	Capsule	Oral		3000	iv) Strong/very strong opioids
1036641000033110	4001411000001107	Palladone SR 16mg capsules (Napp Pharmaceuticals Ltd)	Palladone SR 16mg capsules	Hydromorphone hydrochloride	16.000mg	Modified-release capsule	Oral		1000	iv) Strong/very strong opioids
1036841000033111	4004111000001104	Palladone SR 24mg capsules (Napp Pharmaceuticals Ltd)	Palladone SR 24mg capsules	Hydromorphone hydrochloride	24.000mg	Modified-release capsule	Oral		2000	iv) Strong/very strong opioids
1036741000033118	3869411000001108	Palladone SR 2mg capsules (Napp Pharmaceuticals Ltd)	Palladone SR 2mg capsules	Hydromorphone hydrochloride	2.000mg	Modified-release capsule	Oral		2000	iv) Strong/very strong opioids
1036941000033115	3838511000001105	Palladone SR 4mg capsules (Napp Pharmaceuticals Ltd)	Palladone SR 4mg capsules	Hydromorphone hydrochloride	4.000mg	Modified-release capsule	Oral		4000	iv) Strong/very strong opioids
1037041000033119	3870411000001105	Palladone SR 8mg capsules (Napp Pharmaceuticals Ltd)	Palladone SR 8mg capsules	Hydromorphone hydrochloride	8.000mg	Modified-release capsule	Oral		2000	iv) Strong/very strong opioids
1034841000033117	3986711000001104	Pamergan P100 solution for injection 2ml ampoules (Martindale Pharmaceuticals Ltd)	Pamergan P100 solution for injection 2ml ampoules	Pethidine hydrochloride/ Promethazine hydrochloride	50.000mg/1.000ml + 25.000mg/1.000ml	Solution for injection	Intravenous/ Intramuscular		500	iv) Strong/very strong opioids
11730841000033110	33054611000001101	Panitaz 20micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)	Panitaz 20micrograms/hour transdermal patches	Buprenorphine	20.000microgram/1.000hour	Transdermal patch	Transdermal		3000	iv) Strong/very strong opioids
5992441000033110	17668011000001105	PecFent 100micrograms/dose nasal spray (Kyowa Kirin Ltd)	PecFent 100micrograms/dose nasal spray	Fentanyl citrate	100.000microgram/1.000dose	Spray	Nasal		700	iv) Strong/very strong opioids
5992341000033116	17668511000001102	PecFent 400micrograms/dose nasal spray (Kyowa Kirin Ltd)	PecFent 400micrograms/dose nasal spray	Fentanyl citrate	400.000microgram/1.000dose	Spray	Nasal		500	iv) Strong/very strong opioids
1068041000033114	322601004	Pentazocine 25mg tablets	Pentazocine 25mg tablets	Pentazocine hydrochloride	25.000mg	Tablet	Oral	4070200	40000	iv) Strong/very strong opioids
2944241000033114	36027611000001101	Pentazocine 30mg/1ml solution for injection ampoules	Pentazocine 30mg/1ml solution for injection ampoules	Pentazocine lactate	30.000mg/1.000ml	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	4070200	30	iv) Strong/very strong opioids
1044641000033117	322600003	Pentazocine 50mg capsules	Pentazocine 50mg capsules	Pentazocine hydrochloride	50.000mg	Capsule	Oral	4070200	30000	iv) Strong/very strong opioids
1063141000033116	322604007	Pentazocine 50mg suppositories	Pentazocine 50mg suppositories	Pentazocine lactate	50.000mg	Suppository	Rectal	4070200	1000	iv) Strong/very strong opioids
