medcodeid	freq	final_term	site	Type_provisional	Diagnosis group
81981010	 81 	Coxalgia	Hip/Pelvis	neither	N/A
312191014	 81 	Cyst of bone NOS	Other	neither	N/A
500464010	 81 	Hallux rigidus - acquired 	Foot/Ankle	neither	N/A
405142017	 81 	Unspecified polyarthropathy or polyarthritis	Multiple	neither	N/A
400247016	 81 	Arthralgia of the upper arm	Arm	neither	N/A
891241000006114	 80 	Ganglion/synov.cyst-ankle/foot	Foot/Ankle	neither	N/A
40831000006117	 79 	Osteophyte of bone	Other	neither	N/A
761871000006117	 79 	Flexion deformity of fingers	Hand	neither	N/A
317319011	 79 	[D]Other symptoms affecting head and neck	Neck	neither	N/A
256010013	 79 	O/E - neck joint abnormal	Neck	neither	N/A
491791000006117	 78 	Arthralgia of 1st metatarsophalangeal joint	Foot/Ankle	neither	N/A
372790018	 78 	Knee stiff	Knee	neither	N/A
312237015	 77 	Bony pelvic pain	Hip/Pelvis	neither	N/A
312348012	 76 	Acquired internal tibial torsion	Leg	neither	N/A
400200013	 76 	Derangement of meniscus	Knee	neither	N/A
253294017	 76 	C/O - lower limb symptom	Leg	neither	N/A
372795011	 76 	Shoulder stiff	Shoulder	neither	N/A
493219017	 75 	Congenital talipes varus	Foot/Ankle	neither	N/A
1572921000006110	 74 	Bone tenderness at navicular bone of foot	Foot/Ankle	neither	N/A
405688012	 74 	Deformity of phalanx of toe	Foot/Ankle	neither	N/A
317147015	 74 	[D]Clicking thumb	Hand	neither	N/A
310607011	 74 	Joint disorder	Other	neither	N/A
3364071000006115	 74 	Medial epicondylitis	Elbow	neither	N/A
310951016	 74 	Walking difficulty due to unspecified site	Leg	neither	N/A
484581000006111	 72 	Congenital malformation of spine	Back	neither	N/A
310984016	 72 	Clicking sternoclavicular joint	Shoulder	neither	N/A
299731000000113	 72 	Muscle wasting	Other	neither	N/A
256030012	 72 	O/E - joint crepitation	Other	neither	N/A
312633011	 70 	[X]Other myositis	Other	neither	N/A
256053013	 70 	O/E - thoracic spine abnormal	Back	neither	N/A
400288016	 70 	Other back symptoms	Back	neither	N/A
311388017	 69 	Posterior calcaneal exostosis (pump bump)	Foot/Ankle	neither	N/A
312318014	 69 	Acquired equinovarus - clubfoot	Foot/Ankle	neither	N/A
451468015	 69 	[D]Retrosternal chest pain	Chest	neither	N/A
416142016	 69 	Lumbalgia	Back	neither	N/A
312560012	 68 	[X]Other hammer toe(s) (acquired)	Foot/Ankle	neither	N/A
439693015	 68 	Shoulder joint painful on movement	Shoulder	neither	N/A
252303013	 68 	Stiff neck symptom NOS	Neck	neither	N/A
312316013	 67 	Other acquired ankle and foot deformity	Foot/Ankle	neither	N/A
1566461000006118	 67 	Immediate swelling of knee	Knee	neither	N/A
359327010	 65 	Synovitis of knee	Knee	neither	N/A
490581000006118	 64 	Acquired cavus foot deformity	Foot/Ankle	neither	N/A
135200013	 63 	Bursitis of hip	Hip/Pelvis	neither	N/A
400192018	 63 	Unspecified polyarthropathy or polyarthritis NOS	Multiple	neither	N/A
646081000006116	 63 	Enthesopathy of ankle AND/OR tarsus	Foot/Ankle	neither	N/A
400878010	 62 	Congenital anomaly of musculoskeletal system	Other	neither	N/A
14046016	 62 	Contracture of joint	Other	neither	N/A
312495012	 62 	Disorder of musculoskeletal system	Other	neither	N/A
400310018	 62 	Muscle, ligament and fascia disorders	Other	neither	N/A
7299721000006119	 62 	Pain in forearm	Arm	neither	N/A
1783067019	 61 	Digital mucous cyst	Hand	neither	N/A
312346011	 61 	Acquired deformity of ankle AND/OR foot	Foot/Ankle	neither	N/A
314491019	 61 	Congenital clubfoot - valgus	Foot/Ankle	neither	N/A
314513015	 61 	Congenital deformity of foot	Foot/Ankle	neither	N/A
646121000006119	 61 	Enthesopathy of knee region	Knee	neither	N/A
312292012	 60 	Acquired finger deformity, unspecified	Hand	neither	N/A
311443019	 59 	Flexor tenosynovitis of finger	Hand	neither	N/A
125702014	 59 	Psoas tendinitis	Back	neither	N/A
1226293012	 59 	Cubitus varus - acquired	Other	neither	N/A
2157514012	 59 	Deformity of scapula	Shoulder	neither	N/A
454631000006115	 59 	Acquired trigger thumb	Hand	neither	N/A
541000006112	 59 	Finding of finger joint	Hand	neither	N/A
405551018	 59 	Unstable hip	Hip/Pelvis	neither	N/A
219621000000118	 58 	Disorder of intervertebral disc	Back	neither	N/A
890521000006110	 58 	Effusion - knee joint	Knee	neither	N/A
312291017	 57 	Acquired deformity of finger	Arm	neither	N/A
314493016	 57 	Congenital talipes calcaneovalgus	Foot/Ankle	neither	N/A
311704019	 56 	Myalgia or myositis NOS	Other	neither	N/A
1484869018	 56 	Non-traumatic subluxation of acromioclavicular joint	Shoulder	neither	N/A
311364019	 56 	Pes anserinus tendinitis and bursitis	Knee	neither	N/A
419524019	 56 	Subungual exostosis of lesser toe	Foot/Ankle	neither	N/A
405682013	 56 	Deformity of tibia	Leg	neither	N/A
372792014	 56 	Hand joint stiff	Hand	neither	N/A
256024012	 56 	O/E - reduced movement of spine	Back	neither	N/A
68620010	 55 	Bicipital tenosynovitis	Arm	neither	N/A
312559019	 53 	Acquired deformity of joint of big toe	Foot/Ankle	neither	N/A
510851000006116	 53 	Congenital subluxation of hip, bilateral	Hip/Pelvis	neither	N/A
311451016	 52 	Extensor hallucis longus tenosynovitis	Foot/Ankle	neither	N/A
310818014	 52 	Arthralgia of sternoclavicular joint	Shoulder	neither	N/A
558181000006112	 52 	Clawing of great toe	Foot/Ankle	neither	N/A
310637019	 52 	Effusion of hip	Hip/Pelvis	neither	N/A
310628019	 52 	Elbow joint effusion	Elbow	neither	N/A
509813011	 51 	Benign neoplasm of bone and articular cartilage	Other	neither	N/A
359805013	 51 	Synovial plica of knee	Knee	neither	N/A
890991000006119	 51 	Backache NOS	Back	neither	N/A
310928016	 51 	Joint finding	Other	neither	N/A
400313016	 51 	Muscle, ligament or fascia disorder NOS	Other	neither	N/A
255989011	 50 	O/E - joint abnormal	Other	neither	N/A
451501010	 50 	Tendon disorder	Other	neither	N/A
221611000000116	 49 	Bicipital tendinitis	Arm	neither	N/A
311347017	 49 	Triceps tendinitis	Arm	neither	N/A
400194017	 49 	Arthropathy NOS	Other	neither	N/A
599131000006110	 48 	Coxalgia	Back	neither	N/A
310510013	 48 	Flexion contracture of the knee	Knee	neither	N/A
256002012	 48 	O/E - hand joint abnormal	Hand	neither	N/A
400255011	 48 	Stiff joint, of the hand	Hand	neither	N/A
311036019	 47 	Arthropathies NOS	Multiple	neither	N/A
4507141000006118	 47 	Chronic back pain	Back	neither	N/A
611321000006117	 47 	Deformity of phalanx of finger or thumb	Hand	neither	N/A
256019014	 47 	O/E - joint swelling NOS	Other	neither	N/A
311522018	 47 	Subluxation of peroneal tendon	Leg	neither	N/A
310157016	 47 	Unspecified polyarthropathy of multiple sites	Multiple	neither	N/A
359764018	 46 	Chondrolysis	Other	neither	N/A
97681017	 46 	Gluteal tendinitis	Hip/Pelvis	neither	N/A
400350015	 46 	Acquired deformity of limb	Other	neither	N/A
815211000006111	 46 	Acquired hallux varus	Foot/Ankle	neither	N/A
757291000006118	 46 	Joint disorders NOS	Other	neither	N/A
310935012	 46 	Metacarpophalangeal joint pain	Hand	neither	N/A
400261014	 46 	Other joint symptoms of the pelvic region and thigh	Hip/Pelvis	neither	N/A
310955013	 46 	Walking difficulty due to ankle and foot	Foot/Ankle	neither	N/A
494294019	 45 	Acquired hammer deformity of great toe	Foot/Ankle	neither	N/A
317134013	 45 	Clubbing of fingers	Hand	neither	N/A
314496012	 45 	Other valgus foot deformity NOS	Foot/Ankle	neither	N/A
314687016	 45 	Unspecified congenital leg shortening NOS	Leg	neither	N/A
453671000006115	 44 	Acquired clavicle deformity	Chest	neither	N/A
311397018	 43 	Capsulitis	Other	neither	N/A
60357013	 43 	Congenital subluxation of hip	Hip/Pelvis	neither	N/A
312117012	 43 	Epiphysitis	Other	neither	N/A
310911019	 43 	Other joint symptoms of the shoulder region	Shoulder	neither	N/A
1705881000006115	 42 	Myofascial pain syndrome	Multiple	neither	N/A
252447015	 42 	Parasternal pain	Chest	neither	N/A
311450015	 41 	Tibialis posterior tenosynovitis	Leg	neither	N/A
624681000006116	 41 	Disorder of coccyx	Back	neither	N/A
2478745010	 41 	Medial meniscus, posterior horn derangement	Knee	neither	N/A
256144016	 41 	O/E - sign - head/neck	Neck	neither	N/A
312123019	 40 	Disorder of bone and articular cartilage	Other	neither	N/A
253292018	 40 	C/O - upper limb symptom	Arm	neither	N/A
314875013	 40 	Congenital anomaly of toe	Foot/Ankle	neither	N/A
378066019	 40 	Congenital clicking hip	Hip/Pelvis	neither	N/A
400882012	 40 	Congenital sternomastoid torticollis	Neck	neither	N/A
1221447010	 40 	Coxa valga - acquired	Hip/Pelvis	neither	N/A
761801000006111	 40 	Flexion contracture of proximal interphalangeal joint	Hand	neither	N/A
312285019	 40 	Other acquired toe deformity	Foot/Ankle	neither	N/A
75341011	 40 	Schmorl's nodes	Back	neither	N/A
491891000006111	 39 	Arthralgia of metacarpophalangeal joint	Hand	neither	N/A
400246013	 39 	Arthralgia of shoulder	Shoulder	neither	N/A
256027017	 39 	O/E - reduced movement of hip	Hip/Pelvis	neither	N/A
271821000006115	 39 	O/E medial joint line tenderness	Knee	neither	N/A
126406018	 39 	Spinal stenosis	Back	neither	N/A
312630014	 38 	[X]Other dorsalgia	Back	neither	N/A
400344013	 38 	Bone or cartilage disorders NOS	Other	neither	N/A
312574017	 38 	Disorder of connective tissue	Other	neither	N/A
400199010	 38 	Disorder of joint of ankle and/or foot	Foot/Ankle	neither	N/A
312582017	 38 	Overlap syndrome	Other	neither	N/A
1573041000006110	 38 	Supination-eversion injury of ankle	Foot/Ankle	neither	N/A
55971012	 38 	Unilateral congenital dislocation of hip	Hip/Pelvis	neither	N/A
490918018	 37 	Acquired claw hand	Hand	neither	N/A
458317014	 37 	Acquired varus deformity of toe	Foot/Ankle	neither	N/A
310286013	 37 	Derangement of knee	Knee	neither	N/A
624721000006111	 37 	Disorder of sacrum	Back	neither	N/A
7301371000006113	 37 	Ganglion	Other	neither	N/A
312562016	 36 	[X]Other acquired deformities of ankle and foot	Foot/Ankle	neither	N/A
372794010	 36 	Elbow stiff	Elbow	neither	N/A
314844016	 36 	Other anomaly of fingers NOS	Hand	neither	N/A
312687017	 35 	[X]Other cyst of bone	Other	neither	N/A
312298011	 35 	Deviation of finger	Hand	neither	N/A
256025013	 35 	O/E - reduced movement of arm	Arm	neither	N/A
26511000006110	 35 	Other musc skeletal deformity	Other	neither	N/A
311395014	 34 	Posterior shin splints	Leg	neither	N/A
312680015	 34 	[X]Disorders of bone density and structure	Other	neither	N/A
5865591000006118	 34 	Bandy legged	Leg	neither	N/A
314833012	 34 	Congenital anomaly of finger	Hand	neither	N/A
891911000006119	 34 	Pain in left arm	Arm	neither	N/A
130171000006116	 34 	Spontaneous joint dislocation	Other	neither	N/A
398009018	 34 	Symptom: trunk posterior	Trunk	neither	N/A
41141000006111	 33 	Osteitis	Other	neither	N/A
310642010	 33 	Ankle joint effusion	Foot/Ankle	neither	N/A
558931000006114	 33 	Clicky hips - congenital	Hip/Pelvis	neither	N/A
377851000006114	 33 	Disorder of muscle	Other	neither	N/A
629981000006113	 33 	Dropfoot	Foot/Ankle	neither	N/A
311689017	 33 	Fibrositis	Other	neither	N/A
310636011	 33 	Hip joint effusion	Hip/Pelvis	neither	N/A
372791019	 33 	Hip stiff	Hip/Pelvis	neither	N/A
311606010	 33 	Muscle atrophy	Other	neither	N/A
256052015	 33 	O/E - cervical spine abnormal	Neck	neither	N/A
314888011	 33 	Other toe anomalies NOS	Foot/Ankle	neither	N/A
312702017	 32 	[X]Other disorders of bone development and growth	Other	neither	N/A
312464017	 32 	Acquired chest or rib deformity NOS	Chest	neither	N/A
405670016	 32 	Deformity of bone	Other	neither	N/A
312253017	 32 	Osteolysis	Other	neither	N/A
310579016	 32 	Snapping shoulder	Shoulder	neither	N/A
58951000006119	 32 	Weakness of joint	Other	neither	N/A
491821000006114	 31 	Arthralgia of distal interphalangeal joint of finger	Hand	neither	N/A
411282018	 31 	O/E - lumbar pain on palpation	Back	neither	N/A
5852101000006115	 31 	Temporomandibular joint locking	Head	neither	N/A
4816351000006119	 30 	Posterior calcaneal exostosis	Foot/Ankle	neither	N/A
315761019	 30 	[X]Other congenital deformities of feet	Foot/Ankle	neither	N/A
312313017	 30 	Acquired deformity of knee	Knee	neither	N/A
372789010	 30 	Ankle stiff	Foot/Ankle	neither	N/A
491931000006119	 30 	Arthralgia of proximal interphalangeal joint of finger	Hand	neither	N/A
310944013	 30 	Arthropathy of ankle and/or foot	Foot/Ankle	neither	N/A
314441018	 30 	Congenital subluxation of hip NOS	Hip/Pelvis	neither	N/A
451465017	 30 	Disorder of bone	Other	neither	N/A
753841000006117	 30 	Knee pathological dislocation	Knee	neither	N/A
256102010	 30 	O/E - soft tissue crepitus	Other	neither	N/A
5721831000006111	 30 	Pain in left lower limb	Leg	neither	N/A
311446010	 29 	Extensor tenosynovitis of finger	Hand	neither	N/A
311719018	 29 	Fasciitis	Other	neither	N/A
318012012	 29 	[X]Difficulty in walking, not elsewhere classified	Leg	neither	N/A
405678011	 29 	Deformity of metacarpal	Hand	neither	N/A
405685010	 29 	Deformity of talus	Foot/Ankle	neither	N/A
310287016	 29 	Joint derangement	Other	neither	N/A
310949015	 29 	Joint finding	Other	neither	N/A
501640011	 28 	Discoid meniscus - congenital	Knee	neither	N/A
400303012	 28 	Other synovitis and tenosynovitis	Other	neither	N/A
311386018	 28 	Policeman's heel	Foot/Ankle	neither	N/A
906561000006114	 28 	[RFC] Chronic back and neck problems	Back	neither	N/A
17705012	 28 	Bilateral congenital dislocation of hip	Hip/Pelvis	neither	N/A
1231355011	 28 	Cubitus valgus - acquired	Elbow	neither	N/A
310585011	 28 	Derangement of shoulder	Shoulder	neither	N/A
310198011	 28 	Disorder of joint of shoulder region	Shoulder	neither	N/A
216625013	 28 	Exacerbation of backache	Back	neither	N/A
764261000006111	 28 	Foot drop	Foot/Ankle	neither	N/A
511000006113	 28 	Interphalangeal joint of toe pain	Foot/Ankle	neither	N/A
312032019	 28 	Ischiopubic synchondrosis	Hip/Pelvis	neither	N/A
1231946018	 28 	Wrist drop - acquired	Wrist	neither	N/A
3060271000006116	 27 	Coccydynia	Back	neither	N/A
558721000006114	 27 	Clicking 1st metatarsophalangeal joint	Foot/Ankle	neither	N/A
405684014	 27 	Deformity of calcaneum	Foot/Ankle	neither	N/A
256079016	 27 	O/E - foot bone abnormal	Foot/Ankle	neither	N/A
497071000006114	 26 	Atlantoaxial instability	Neck	neither	N/A
657981000006117	 26 	Extensor pollicis longus rupture	Hand	neither	N/A
359579010	 26 	Ischial bursitis	Hip/Pelvis	neither	N/A
310328014	 26 	Loose body in elbow joint	Elbow	neither	N/A
99020011	 26 	Protrusio acetabuli	Hip/Pelvis	neither	N/A
312470011	 26 	Acquired deformity of spine	Back	neither	N/A
311378018	 26 	Enthesopathy of lower leg and ankle region	Foot/Ankle	neither	N/A
400232013	 26 	Joint effusion of the lower leg	Leg	neither	N/A
372801019	 26 	Locking of joint	Other	neither	N/A
256075010	 26 	O/E - hand bone abnormal	Hand	neither	N/A
5721851000006116	 26 	Pain in right lower limb	Leg	neither	N/A
3788301000006115	 25 	Bifid patella	Knee	neither	N/A
312181015	 25 	Localised bone cyst, unspecified	Other	neither	N/A
409341000006112	 25 	[X]Other disorders of muscle in diseases CE	Other	neither	N/A
801311000006115	 25 	Acquired genu recurvatum	Knee	neither	N/A
310205010	 25 	Arthropathy of joint of hand	Hand	neither	N/A
252313017	 25 	Back pain worse on sneezing	Back	neither	N/A
98163016	 25 	Congenital dislocation of knee	Knee	neither	N/A
400287014	 25 	Disorders of the sacrum NOS	Back	neither	N/A
841591000006113	 25 	Hip clicks	Hip/Pelvis	neither	N/A
140651000006116	 25 	Shoulder girdle aches	Shoulder	neither	N/A
219661000000114	 24 	Bursitis - shoulder	Shoulder	neither	N/A
1779395011	 24 	Nodular fasciitis	Other	neither	N/A
359561011	 24 	Tenosynovitis of hand	Hand	neither	N/A
453481000006115	 24 	Acquired deformity of joint of lower limb	Foot/Ankle	neither	N/A
3912841000006115	 24 	Acquired pes cavus	Foot/Ankle	neither	N/A
890671000006110	 24 	Ankle/foot joint pain	Foot/Ankle	neither	N/A
558791000006111	 24 	Clicking interphalangeal joint of toe	Foot/Ankle	neither	N/A
92062017	 24 	Congenital pseudarthrosis of tibia	Leg	neither	N/A
405676010	 24 	Deformity of ulna	Arm	neither	N/A
256011012	 24 	O/E - locked joint	Other	neither	N/A
240351000006110	 24 	Pathological dislocation of proximal interphalangeal joint	Hand	neither	N/A
311414010	 24 	Peripheral enthesopathy	Other	neither	N/A
311523011	 24 	Subluxation of tendon, wrist or hand	Hand/Wrist	neither	N/A
310245018	 23 	Cyst of lateral meniscus	Knee	neither	N/A
312561011	 23 	[X]Other deformities of toe(s) (acquired)	Foot/Ankle	neither	N/A
312335013	 23 	Acquired forefoot adductus	Foot/Ankle	neither	N/A
491000006119	 23 	Finger joint painful on movement	Hand	neither	N/A
311746011	 23 	Other musculoskeletal limb symptoms	Other	neither	N/A
372668014	 23 	Pes varus	Foot/Ankle	neither	N/A
163471000006113	 23 	Rigid flat foot	Foot/Ankle	neither	N/A
11902311000006117	 23 	Sacroiliac joint pain	Hip/Pelvis	neither	N/A
155331000006111	 23 	Schmorl's nodes of lumbar region	Back	neither	N/A
310892014	 23 	Stiff knee NEC	Knee	neither	N/A
891011000006115	 22 	Coccygeal disorder NOS	Back	neither	N/A
311481012	 22 	Cyst of bursa	Other	neither	N/A
314450016	 22 	Congenital dislocation of hip NOS	Hip/Pelvis	neither	N/A
131284014	 22 	Congenital elevation of scapula	Shoulder	neither	N/A
255922017	 22 	O/E - ulnar deviation	Arm	neither	N/A
400343019	 22 	Other and unspecified bone or cartilage disorders	Other	neither	N/A
311312013	 22 	Peripheral enthesopathies and allied syndromes	Other	neither	N/A
161571000006113	 22 	SAPHO syndrome	Other	neither	N/A
155341000006118	 22 	Schmorl's nodes of thoracic region	Back	neither	N/A
400282015	 22 	Spinal stenosis, excluding cervical region	Back	neither	N/A
311064012	 21 	Cervical myelopathy	Neck	neither	N/A
311444013	 21 	Flexor tenosynovitis of thumb	Hand	neither	N/A
311449015	 21 	Tibialis anterior tenosynovitis	Leg	neither	N/A
512112014	 21 	Villonodular synovitis	Other	neither	N/A
1490679012	 21 	Conjoined toes	Foot/Ankle	neither	N/A
310821011	 21 	Elbow joint pain	Elbow	neither	N/A
471000006115	 21 	Finding of joint of toe	Foot/Ankle	neither	N/A
101011000006114	 21 	Thumb trigger	Hand	neither	N/A
312564015	 20 	[X]Other derangements of patella	Knee	neither	N/A
310762012	 20 	Pigmented villonodular synovitis of knee joint	Knee	neither	N/A
891131000006110	 20 	Synovitis/tenosynovitis	Other	neither	N/A
317325010	 20 	[D]Head and neck symptoms NOS	Neck	neither	N/A
405675014	 20 	Deformity of radius	Arm	neither	N/A
3609071000006114	 20 	Disorder of tendon	Other	neither	N/A
892711000006110	 20 	Musculoskeletal problems NOS	Multiple	neither	N/A
256103017	 20 	O/E - soft tissue abn. NOS	Other	neither	N/A
2364511000000117	 20 	Shoulder joint painful on external rotation	Shoulder	neither	N/A
5460271000006115	 20 	Subluxation of shoulder joint	Shoulder	neither	N/A
108781000006112	 19 	Ankylosis of temporomandibular joint	Head	neither	N/A
891101000006119	 19 	Bursitis - knee	Knee	neither	N/A
551000006114	 19 	Finding of sacroiliac joint	Hip/Pelvis	neither	N/A
65074016	 19 	Pelvic obliquity	Hip/Pelvis	neither	N/A
158050019	 19 	Polymyalgia	Multiple	neither	N/A
68050018	 19 	Subacromial bursitis	Shoulder	neither	N/A
312656019	 19 	[X]Other soft tissue disorders	Other	neither	N/A
5276711000006112	 19 	Abduction deformity of the foot	Foot/Ankle	neither	N/A
507073012	 19 	Acquired cavus deformity of foot	Foot/Ankle	neither	N/A
453771000006113	 19 	Acquired deformities of hip	Hip/Pelvis	neither	N/A
312320012	 19 	Acquired talipes NEC	Foot/Ankle	neither	N/A
314511018	 19 	Congenital claw foot	Foot/Ankle	neither	N/A
493220011	 19 	Congenital clubfoot - varus	Foot/Ankle	neither	N/A
117414019	 19 	Congenital discoid meniscus	Knee	neither	N/A
892621000006110	 19 	Hammer toe - acquired	Foot/Ankle	neither	N/A
91494016	 19 	Muscle contracture	Other	neither	N/A
271751000006118	 19 	O/E lateral joint line tenderness	Other	neither	N/A
312299015	 19 	Rotational deformity of finger	Hand	neither	N/A
311392012	 18 	Ankle or tarsus enthesopathy NOS	Foot/Ankle	neither	N/A
5142461000006116	 18 	Baker's cyst of knee	Knee	neither	N/A
400277010	 18 	Cervical radiculitis	Neck	neither	N/A
255921012	 18 	O/E - arachnodactyly	Hand	neither	N/A
317434016	 18 	[D]Parasternal chest pain	Chest	neither	N/A
312302015	 18 	Acquired internal femoral torsion	Hip/Pelvis	neither	N/A
312321011	 18 	Acquired varus heel	Foot/Ankle	neither	N/A
757001000006119	 18 	Joint contracture of hand	Hand	neither	N/A
310222012	 18 	Medial meniscus derangement, unspecified	Knee	neither	N/A
400258013	 18 	Stiff joint NEC, of the ankle and foot	Foot/Ankle	neither	N/A
311182013	 18 	Thoracic discitis	Back	neither	N/A
407171000006113	 17 	[X]Other bursa disorder	Other	neither	N/A
256017011	 17 	O/E -joint synovial thickening	Other	neither	N/A
1666701000000114	 17 	Osteitis of symphysis pubis	Hip/Pelvis	neither	N/A
311303011	 17 	Other specified disorders of vertebral column	Back	neither	N/A
221591000000112	 17 	Semimembranosus bursitis	Knee	neither	N/A
311354011	 17 	Tendonitis adductor	Leg	neither	N/A
427141000006110	 17 	[X]Somatoform pain disorder	Other	neither	N/A
135491019	 17 	Cervicalgia	Neck	neither	N/A
314532014	 17 	Congenital flexion contracture of knee	Knee	neither	N/A
592151000006113	 17 	Contracture of muscle	Other	neither	N/A
405687019	 17 	Deformity of metatarsal	Foot/Ankle	neither	N/A
623891000006117	 17 	Disorder of cartilage, unspecified	Other	neither	N/A
4821541000006110	 17 	Overlapping toe	Foot/Ankle	neither	N/A
310954012	 17 	Walking difficulty due to lower leg	Leg	neither	N/A
5859711000006112	 16 	Shoulder joint instability	Shoulder	neither	N/A
359326018	 16 	Synovitis of elbow	Elbow	neither	N/A
109341000006111	 16 	Tenosynovitis of fingers	Hand	neither	N/A
400265017	 16 	Vertebral column syndromes	Back	neither	N/A
310302011	 16 	Articular cartilage disorder	Other	neither	N/A
505951000006118	 16 	Benign neoplasm of connective and soft tissue shoulder NEC	Shoulder	neither	N/A
314865010	 16 	Congenital deformity of hip joint	Hip/Pelvis	neither	N/A
581851000006112	 16 	Congenital dislocation of hip NOS	Hip/Pelvis	neither	N/A
310643017	 16 	Effusion of ankle	Foot/Ankle	neither	N/A
646111000006110	 16 	Enthesopathy of hip region	Hip/Pelvis	neither	N/A
400260010	 16 	Other joint symptoms of unspecified site	Other	neither	N/A
312267014	 16 	Peroneal spastic flat foot	Foot/Ankle	neither	N/A
11902301000006115	 16 	Proximal interphalangeal joint of finger pain	Hand	neither	N/A
310884017	 16 	Stiff elbow NEC	Elbow	neither	N/A
359546010	 15 	Bursitis of shoulder	Shoulder	neither	N/A
311454012	 15 	Peroneus brevis tenosynovitis	Foot/Ankle	neither	N/A
558851000006111	 15 	Clicking proximal interphalangeal joint of finger	Hand	neither	N/A
310485014	 15 	Contracture of multiple joints	Multiple	neither	N/A
112059012	 15 	Contracture of tendon sheath	Other	neither	N/A
310233010	 15 	Derangement of medial meniscus	Knee	neither	N/A
311692018	 15 	Fibrositis of neck	Neck	neither	N/A
823841000006116	 15 	Hip girdle aches	Hip/Pelvis	neither	N/A
2478844015	 15 	Lateral meniscus, posterior horn derangement	Knee	neither	N/A
256072013	 15 	O/E - shoulder bone abnormal	Shoulder	neither	N/A
311610013	 15 	Other specific muscle disorder	Other	neither	N/A
114691000006114	 15 	Talipes planus - acquired	Foot/Ankle	neither	N/A
451500011	 14 	Disorder of synovium	Other	neither	N/A
311192017	 14 	Intervertebral disc disorder	Back	neither	N/A
451903015	 14 	Other synovial, tendon or bursa disorder NOS	Other	neither	N/A
359624014	 14 	Postcalcaneal bursitis	Foot/Ankle	neither	N/A
310815012	 14 	Arthralgia of other specified site	Other	neither	N/A
312715014	 14 	Cartilage disorder	Other	neither	N/A
310985015	 14 	Clicking acromioclavicular joint	Shoulder	neither	N/A
1210251018	 14 	Congenital dislocation of elbow	Elbow	neither	N/A
1220506018	 14 	Coxa vara - acquired	Hip/Pelvis	neither	N/A
312721013	 14 	Disorder of cartilage	Other	neither	N/A
312673017	 14 	Enthesopathy of foot region	Foot/Ankle	neither	N/A
310496018	 14 	Flexion contracture - wrist	Wrist	neither	N/A
310881013	 14 	Stiff shoulder NEC	Shoulder	neither	N/A
5460341000006116	 14 	Subluxation of knee joint	Knee	neither	N/A
891041000006116	 14 	Tennis elbow - epicondylitis	Elbow	neither	N/A
314862013	 14 	Upper limb or shoulder anomaly NOS	Shoulder	neither	N/A
312657011	 13 	Bursitis of elbow	Elbow	neither	N/A
52463013	 13 	Polymyositis	Other	neither	N/A
1831121000006116	 13 	Ankle anterior drawer test positive	Foot/Ankle	neither	N/A
400886010	 13 	Congenital spine deformity NOS	Back	neither	N/A
310943019	 13 	Finding of subtalar joint	Foot/Ankle	neither	N/A
891551000006113	 13 	Laxity of ligaments	Other	neither	N/A
256034015	 13 	O/E - fixed joint deformity	Other	neither	N/A
311663017	 13 	Other muscle, ligament and fascia disorder	Other	neither	N/A
4821551000006112	 13 	Overriding toe	Foot/Ankle	neither	N/A
248721000006117	 13 	Pain on stressing lateral collateral ligament	Knee	neither	N/A
2226881000000118	 13 	Posterior tibial tendon insufficiency	Leg	neither	N/A
400257015	 13 	Stiff joint NEC, of the lower leg	Leg	neither	N/A
314759016	 13 	Upper limb anomaly, unspecified	Arm	neither	N/A
314781014	 12 	Cleft hand with syndactyly	Hand	neither	N/A
311278016	 12 	Hypermobility of the coccyx	Back	neither	N/A
311696015	 12 	Myalgia and myositis unspecified	Other	neither	N/A
311708016	 12 	Radiculitis	Other	neither	N/A
312496013	 12 	Segmental and somatic dysfunction	Other	neither	N/A
359328017	 12 	Shoulder synovitis	Shoulder	neither	N/A
312649013	 12 	Tendon contracture	Other	neither	N/A
310435017	 12 	Carpal instability	Wrist	neither	N/A
23251014	 12 	Congenital cleft hand	Hand	neither	N/A
46489018	 12 	Congenital deformity of ankle joint	Foot/Ankle	neither	N/A
310654010	 12 	Effusion of joint	Other	neither	N/A
312679018	 12 	Enthesopathy of lower limb	Leg	neither	N/A
310492016	 12 	Flexion contracture - elbow	Elbow	neither	N/A
104925016	 12 	Hajdu-Cheney syndrome	Other	neither	N/A
757321000006110	 12 	Joint effusion of ankle AND/OR foot	Foot/Ankle	neither	N/A
310903012	 12 	Joint stiffness NEC, NOS	Other	neither	N/A
310239014	 12 	Lateral meniscus derangement NOS	Knee	neither	N/A
312637012	 12 	Muscle atrophy	Other	neither	N/A
256022011	 12 	O/E - abnormal joint movement	Other	neither	N/A
256036018	 12 	O/E - joint unstable	Other	neither	N/A
312287010	 12 	Other acquired limb deformity	Other	neither	N/A
312663019	 11 	[X]Other bursitis, not elsewhere classified	Other	neither	N/A
217231000006115	 11 	Post-operative heterotopic calcification	Other	neither	N/A
106668015	 11 	Subpatellar bursitis	Knee	neither	N/A
1778711014	 11 	Supraspinatus syndrome	Shoulder	neither	N/A
315759011	 11 	[X]Other congenital varus deformities of feet	Foot/Ankle	neither	N/A
310506010	 11 	Abduction contracture of hip	Hip/Pelvis	neither	N/A
400347018	 11 	Acquired deformity of other limb parts	Other	neither	N/A
