medcodeid	freq	final_term	originalreadcode	snomedctconceptid	site
312237015	77	Bony pelvic pain	N33A0	203508001	Hip/Pelvis
312414012	77	Acquired kyphosis NOS	N371z	413428007	Neck
319501010	77	Closed traumatic dislocation, proximal interphalangeal joint	S4404	208862005	Hand
896371000006118	77	Sprained foot	S551-99	49388007	Foot/Ankle
148958019	76	Monostotic fibrous dysplasia	N3323	89859004	Other
253294017	76	C/O - lower limb symptom	1D27-1	162430004	Leg
312348012	76	Acquired internal tibial torsion	N3680	203595008	Leg
320251012	76	Other specified knee sprain	S54w	54888009	Knee
372795011	76	Shoulder stiff	N0951-1	249918006	Shoulder
400200013	76	Derangement of meniscus	N072	111224002	Knee
319498010	75	Closed traumatic dislocation, metacarpophalangeal joint	S4401	208859007	Hand
323927014	75	Other face and neck injuries	SK10	417163006	Neck
411294010	75	Bucket handle tear - current injury	S460-1	275327001	Knee
4379021000006110	75	Traumatic dislocation of joint of finger	^ESCTTR437902	125619004	Hand
493219017	75	Congenital talipes varus	PE50	42162004	Foot/Ankle
1572921000006110	74	Bone tenderness at navicular bone of foot	EMISNQBO13	1572921000006106	Foot/Ankle
310607011	74	Joint disorder	N09	399269003	Other
310951016	74	Walking difficulty due to unspecified site	N0970	228158008	Leg
311389013	74	Anterior ankle impingement	N217B	202884002	Foot/Ankle
317147015	74	[D]Clicking thumb	R01z4	42786005	Hand
3364071000006115	74	Medial epicondylitis	^ESCTME336407	53286005	Elbow
405688012	74	Deformity of phalanx of toe	N36yL	271100003	Foot/Ankle
8261561000006110	74	Injury of muscle of upper back	^ESCTIN826156	812501000000108	Back
130711000006112	73	Sprain finger, proximal interphalangeal joint, nonspecific	S5234	209482008	Hand
256030012	72	O/E - joint crepitation	2H46	164540003	Other
299731000000113	72	Muscle wasting	N2322	88092000	Other
310984016	72	Clicking sternoclavicular joint	N0991	202598004	Shoulder
312085014	72	Iselin's disease - osteochondrosis of fifth metatarsal	N3254	203395009	Foot/Ankle
325265011	72	Dislocations, sprains and strains involving head with neck	SR20	213368009	Neck
484581000006111	72	Congenital malformation of spine	PG1	74877002	Back
568171000006115	72	Closed traumatic dislocation of elbow joint	S420	2651006	Elbow
733681000006111	72	Lumbar disc displacement	N122	202708005	Back
1234731016	71	Fibrodysplasia ossificans congenita	PGy4	82725007	Other
3447641000006113	71	Traumatic dislocation of knee joint	^ESCTTR344764	58320001	Knee
569181000006114	71	Closed traumatic subluxation patellofemoral joint	S467	208953009	Knee
256053013	70	O/E - thoracic spine abnormal	2H83	164563008	Back
312633011	70	[X]Other myositis	Nyu80	26889001	Other
320144013	70	Forearm sprain NOS	S51z	262990008	Arm
400288016	70	Other back symptoms	N14y	272009001	Back
752841000006112	70	Kyphoscoliosis deformity of spine	N374-1	405773007	Back
221761000000112	69	Osteochondropathies	N32	77881008	Other
311388017	69	Posterior calcaneal exostosis (pump bump)	N217A	202883008	Foot/Ankle
312318014	69	Acquired equinovarus - clubfoot	N3671	203572004	Foot/Ankle
391266012	69	Tear of ligament of knee joint	S545	263139003	Knee
416142016	69	Lumbalgia	N142-2	279039007	Back
451468015	69	[D]Retrosternal chest pain	R065C	4568003	Chest
252303013	68	Stiff neck symptom NOS	16AZ	161880003	Neck
312560012	68	[X]Other hammer toe(s) (acquired)	Nyu31	122481008	Foot/Ankle
439693015	68	Shoulder joint painful on movement	1M02	298857005	Shoulder
1566461000006118	67	Immediate swelling of knee	EMISNQIM1	1566461000006102	Knee
312316013	67	Other acquired ankle and foot deformity	N367	240240002	Foot/Ankle
2917025019	66	Strain of hamstring muscle	ESCTST9	481000119104	Leg
310374013	66	Pathological dislocation of patellofemoral joint	N082R	202191002	Knee
311186011	66	Lumbar discitis	N12zC	202752002	Back
319496014	66	Closed traumatic dislocation digit	S440	208857009	Hand
325374011	66	Injury of trunk	Syu3L	48125009	Back
5852251000006112	66	Scoliosis	^ESCTSC585225	298382003	Back
195948016	65	Compartment syndrome	SK0y-2	111245009	Other
359327010	65	Synovitis of knee	N220V	239817004	Knee
40641000006114	65	Osteoma	B30-2	92027006	Other
611421000006111	65	Degeneration of lumbar spine	N114-1	239880009	Back
6451641000006112	65	TMJPDS - Temporomandibular joint pain dysfunction syndrome	^ESCTTM645164	386207004	Head
896351000006111	65	Sprain - Achilles tendon	S5504-99	22817005	Foot/Ankle
93418010	65	Cubital tunnel syndrome	F3420	56177003	Wrist
2124011000000110	64	Injury of muscle of rotator cuff	SK125	733227000	Shoulder
320213012	64	Sprain tendon of thumb	S525	209496002	Hand
490581000006118	64	Acquired cavus foot deformity	N3673	86900005	Foot/Ankle
135200013	63	Bursitis of hip	N2151	81498004	Hip/Pelvis
2275671000000111	63	Rheumatoid arthritis monitoring invitation first letter	9mM0	882401000000106	Other
311335011	63	Scapulohumeral fibrositis	N2121	202848009	Shoulder
320269015	63	Partial tear, ankle, lateral ligament	S5506	209536002	Foot/Ankle
400192018	63	Unspecified polyarthropathy or polyarthritis NOS	N065z	36186002	Multiple
646081000006116	63	Enthesopathy of ankle AND/OR tarsus	N217	21409006	Foot/Ankle
889841000006113	63	Still's disease - juvenile R.A	N043-99	201796004	Other
14046016	62	Contracture of joint	N084	7890003	Other
179891000006115	62	Reiter's disease	A993	67224007	Other
312495012	62	Disorder of musculoskeletal system	N3y0	928000	Other
324013013	62	Injury of muscle and tendon at lower leg level	SK1E	212470008	Leg
400310018	62	Muscle, ligament and fascia disorders	N23	268006001	Other
400878010	62	Congenital anomaly of musculoskeletal system	PE	73573004	Other
7299721000006119	62	Pain in forearm	^ESCTPA729972	444899003	Arm
1783067019	61	Digital mucous cyst	N224E	404098005	Hand
312346011	61	Acquired deformity of ankle AND/OR foot	N367z	88562000	Foot/Ankle
314491019	61	Congenital clubfoot - valgus	PE60-1	205083002	Foot/Ankle
314513015	61	Congenital deformity of foot	PE7y	302297009	Foot/Ankle
319492011	61	Dislocation of wrist NOS	S43z	208811007	Wrist
320524013	61	Rupture tendon of finger	S5T	209770003	Hand
402910017	61	Other upper arm sprain	S50x	123536004	Arm
427441000006117	61	[X]Sprain & strain of oth & unspecif parts of wrist & hand	Syu66	209436000	Hand/Wrist
623361000006116	61	Dislocations, sprains and strains involving thorax with lower back and pelvis	SR21	213369001	Back
646121000006119	61	Enthesopathy of knee region	N216	39547005	Knee
288960017	60	Malignant neoplasm of connective and other soft tissue	B31	269469005	Other
312292012	60	Acquired finger deformity, unspecified	N3620	26517000	Hand
481611016	60	Jaw sprain	S5y1	23415000	Head
1226293012	59	Cubitus varus - acquired	N3602	29087002	Other
125702014	59	Psoas tendinitis	N2154	75680005	Back
131441000006113	59	Sprain, metatarsophalangeal joint	S5512	209540006	Foot/Ankle
136731000006115	59	Slipped radial epiphysis	N32y-1	240185006	Wrist
14427013	59	Closed dislocation of jaw	S400	8135006	Head
2157514012	59	Deformity of scapula	N36y4	405735008	Shoulder
309850015	59	Inflammatory polyarthropathy NOS	N04z	417373000	Multiple
310572013	59	Glenoid labrum tear	N0873	202332000	Shoulder
311443019	59	Flexor tenosynovitis of finger	N220B	202912006	Hand
405551018	59	Unstable hip	PE35	271015004	Hip/Pelvis
454631000006115	59	Acquired trigger thumb	N220G	42786005	Hand
541000006112	59	Finding of finger joint	N096H	299061005	Hand
5460061000006119	59	Dislocation of toe joint	^ESCTDI546006	263030002	Foot/Ankle
219621000000118	58	Disorder of intervertebral disc	N12	36427004	Back
320569019	58	Sprain, symphysis pubis	S5y51	209812006	Hip/Pelvis
890521000006110	58	Effusion - knee joint	N0906-99	267942009	Knee
899311000006117	58	Injury arm NOS	SK13-99	637351000000104	Arm
312291017	57	Acquired deformity of finger	N362	26517000	Arm
314493016	57	Congenital talipes calcaneovalgus	PE62	205083002	Foot/Ankle
324010011	57	Injury of muscle and tendon at hip and thigh level	SK1D	212467009	Hip/Pelvis
1484869018	56	Non-traumatic subluxation of acromioclavicular joint	N082Z	390836002	Shoulder
256024012	56	O/E - reduced movement of spine	2H430	164534005	Back
311141013	56	Degenerative disc disease	N128	77547008	Back
311364019	56	Pes anserinus tendinitis and bursitis	N2161	202868003	Knee
311704019	56	Myalgia or myositis NOS	N241z	203113009	Other
325436019	56	Injury of hip and thigh	Syu7	699063001	Hip/Pelvis
372792014	56	Hand joint stiff	N0954-1	249915009	Hand
405682013	56	Deformity of tibia	N36yE	271094001	Leg
419524019	56	Subungual exostosis of lesser toe	N21z6	281499005	Foot/Ankle
569261000006111	56	Closed traumatic subluxation sternoclavicular joint	S49E2	209213007	Shoulder
899321000006113	56	Injury leg NOS	SK171-99	600861000000103	Leg
1233051016	55	Quadriceps tendon rupture	N2265	6849006	Hip/Pelvis
131551000006111	55	Strain of subscapularis tendon	S505	209415002	Shoulder
2360741000000115	55	Axial spondyloarthritis	N11F	723116002	Back
312435014	55	Curvature of spine, unspecified	N3740	77567004	Back
312701012	55	Osteonecrosis	NyuC5	240196003	Other
68620010	55	Bicipital tenosynovitis	N2112	41137001	Arm
693491000006111	55	Musculoskeletal or connective tissue diseases OS	Ny	312225001	Other
898431000006112	55	Bruise NOS	SE4z-99	669341000000103	Other
131031000006112	54	Sprain thumb, metacarpophalangeal joint, ulnar collateral ligament	S5223	209472007	Hand
325493012	54	Multiple injuries	SyuA8	262519004	Multiple
8261791000006110	54	Injury of muscle of foot	^ESCTIN826179	812761000000101	Foot/Ankle
312559019	53	Acquired deformity of joint of big toe	Nyu30	240254005	Foot/Ankle
320211014	53	Sprain wrist extensors	S5240	209494004	Wrist
4378711000006112	53	Hand injury	^ESCTHA437871	125599006	Hand
510851000006116	53	Congenital subluxation of hip, bilateral	PE311	205052001	Hip/Pelvis
7862881000006114	53	Injury of muscle at shoulder level	^ESCTIN786288	724905004	Shoulder
8275491000006113	53	Injury of tendon of ankle	^ESCTIN827549	828981000000104	Foot/Ankle
310628019	52	Elbow joint effusion	N0902-1	202373004	Elbow
310637019	52	Effusion of hip	N090K	202379000	Hip/Pelvis
310818014	52	Arthralgia of sternoclavicular joint	N094B	202478007	Shoulder
311451016	52	Extensor hallucis longus tenosynovitis	N220L	202920008	Foot/Ankle
312098017	52	Osteochondritis dissecans of the capitellum	N3274	203408003	Elbow
312436010	52	Kyphosis associated with other condition	N3741	414564002	Back
320242016	52	Sprain or partial tear, knee, lateral collateral ligament	S540	209515004	Knee
400266016	52	Spondylosis and allied disorders	N11	267969005	Back
4378981000006115	52	Traumatic dislocation of shoulder region	^ESCTTR437898	125615005	Shoulder
558181000006112	52	Clawing of great toe	N356	45636002	Foot/Ankle
896241000006119	52	Sprained finger/thumb	S5213-99	209465006	Hand
30978014	51	Lumbar spinal stenosis	N1402	18347007	Back
310928016	51	Joint finding	N0969	118952005	Other
320578013	51	Other specified sprains and strains	S5yy	209409002	Other
359805013	51	Synovial plica of knee	N22y4-1	240171001	Knee
400313016	51	Muscle, ligament or fascia disorder NOS	N23z	268006001	Other
411297015	51	Current knee cartilage tear	S46-1	275330008	Knee
4378651000006115	51	Elbow injury	^ESCTEL437865	125596004	Elbow
509813011	51	Benign neoplasm of bone and articular cartilage	B73	92027006	Other
561241000006113	51	Closed dislocation of sternoclavicular joint	S4960-1	33358005	Shoulder
890991000006119	51	Backache NOS	N145-99	643261000000101	Back
896191000006119	51	Sprained shoulder	S50-99	209410007	Shoulder
255989011	50	O/E - joint abnormal	2H2	164506003	Other
41723017	50	Congenital postural lordosis	PE21	24897005	Back
4379031000006113	50	Traumatic dislocation of joint of thumb	^ESCTTR437903	125620005	Hand
451501010	50	Tendon disorder	N22yz-2	68172002	Other
5461211000006118	50	Rupture of ligament of knee joint	^ESCTRU546121	263139003	Knee
896331000006116	50	Sprained knee NOS	S54y-99	671951000000108	Knee
896361000006113	50	Sprain - ankle NOS	S550z-99	671981000000102	Foot/Ankle
221611000000116	49	Bicipital tendinitis	N21z2-2	202856007	Arm
311347017	49	Triceps tendinitis	N2135	202857003	Arm
319566019	49	Acute meniscal tear, lateral, anterior horn	S4610	208922007	Knee
400194017	49	Arthropathy NOS	N06zz	399269003	Other
18231000006113	48	Osteochondritis dissecans of the patella	N3270	203404001	Knee
256002012	48	O/E - hand joint abnormal	2H26	164513003	Hand
310459010	48	Habitual dislocation of the patella	N083r	202249009	Knee
310510013	48	Flexion contracture of the knee	N084a	202289003	Knee
320208013	48	Volar plate injury, thumb, metacarpophalangeal joint	S523D	209491007	Hand
400255011	48	Stiff joint, of the hand	N0954	249915009	Hand
599131000006110	48	Coxalgia	N0945-1	49218002	Back
256019014	47	O/E - joint swelling NOS	2H3Z	164524001	Other
310157016	47	Unspecified polyarthropathy of multiple sites	N0659	36186002	Multiple
311036019	47	Arthropathies NOS	N0z	399269003	Multiple
311522018	47	Subluxation of peroneal tendon	N226H	202974002	Leg
312510018	47	Streptococcal arthritis	Nyu00	51646002	Other
323967010	47	Other elbow, wrist and forearm injuries NOS	SK13z	127278005	Arm
4507141000006118	47	Chronic back pain	^ESCTCH450714	134407002	Back
611321000006117	47	Deformity of phalanx of finger or thumb	N36yA	271091009	Hand
309827014	46	Monarticular juvenile rheumatoid arthritis	N0433	201799006	Other
310935012	46	Metacarpophalangeal joint pain	N096G	299061005	Hand
310955013	46	Walking difficulty due to ankle and foot	N0973	202570002	Foot/Ankle
319580014	46	Closed traumatic dislocation of knee, unspecified	S4650	269112001	Knee
359764018	46	Chondrolysis	N33zB	240139008	Other
400261014	46	Other joint symptoms of the pelvic region and thigh	N0965	118952005	Hip/Pelvis
400350015	46	Acquired deformity of limb	N36z	17230005	Other
492481000006116	46	Arthrogryposis multiplex congenita.	N2330-1	77016009	Multiple
757291000006118	46	Joint disorders NOS	N09z	399269003	Other
815211000006111	46	Acquired hallux varus	N351	16123003	Foot/Ankle
97681017	46	Gluteal tendinitis	N2152	58781003	Hip/Pelvis
311690014	45	Muscular rheumatism	N2402	203102006	Other
314496012	45	Other valgus foot deformity NOS	PE6yz	22099008	Foot/Ankle
314687016	45	Unspecified congenital leg shortening NOS	PF30z	66078008	Leg
317134013	45	Clubbing of fingers	R015	30760008	Hand
320227019	45	Iliofemoral sprain	S530	209505005	Hip/Pelvis
323953018	45	Other shoulder and upper arm injuries	SK12	699062006	Shoulder
359170018	45	Arthritis of hip	N06z5-1	68449006	Hip/Pelvis
494294019	45	Acquired hammer deformity of great toe	N353	45636002	Foot/Ankle
117800011	44	Traumatic myositis ossificans	N2312	70917000	Other
1481870016	44	Cervical spondylosis	N110-1	387800004	Neck
207904011	44	Piriformis syndrome	N2481	129179000	Hip/Pelvis
222391000000114	44	Traumatic torticollis	S5700-1	360444002	Neck
265841000006115	44	Oligoarticular osteoarthritis, unspec, of unspecified sites	N0540	268054009	Other
310412015	44	Recurrent subluxation of shoulder - anterior	N083H	202212003	Shoulder
312103015	44	Osteochondritis dissecans of the talus	N3279	203413004	Foot/Ankle
312529012	44	[X]Other specified arthritis	Nyu1B	3723001	Other
359841013	44	Rupture of Baker's cyst - knee	N2251-1	240203005	Knee
402891018	44	Dislocation or subluxation of ankle	S47	269114000	Foot/Ankle
453671000006115	44	Acquired clavicle deformity	N38y0	111271008	Chest
587331000006115	44	Non traumatic acute-on-chronic slipped upp femoral epiphysis	N3221	203375003	Hip/Pelvis
158711000006114	43	Rupture of hamstring tendon	S5U1	209779002	Leg
310911019	43	Other joint symptoms of the shoulder region	N0961	267949000	Shoulder
311397018	43	Capsulitis	N21z0	6858004	Other
311509014	43	Hand and wrist extensor tendon rupture	N2263	202961008	Wrist
312117012	43	Epiphysitis	N32z1	85840009	Other
312202018	43	Avascular necrosis of other bone	N3347	397758007	Other
319579011	43	Other closed traumatic dislocation of knee	S465	269112001	Knee
402917019	43	Sprain of spinal ligament	S57	281598004	Back
60357013	43	Congenital subluxation of hip	PE31	36172001	Hip/Pelvis
1705881000006115	42	Myofascial pain syndrome	N2480	24693007	Multiple
252447015	42	Parasternal pain	1826	161974007	Chest
325414017	42	[X]Contusion of other parts of wrist and hand	Syu60	211506004	Hand/Wrist
400330019	42	Panner's disease - osteochondritis of capitulum of humerus	N3232	268025003	Arm
8262051000006113	42	Injury of tendon of foot	^ESCTIN826205	813311000000109	Foot/Ankle
131021000006114	41	Sprain thumb, metacarpophalangeal joint, radial collateral ligament	S5222	209471000	Hand
2478745010	41	Medial meniscus, posterior horn derangement	N0703	5313005	Knee
256144016	41	O/E - sign - head/neck	2I21	164633005	Neck
311450015	41	Tibialis posterior tenosynovitis	N220K	202919002	Leg
624681000006116	41	Disorder of coccyx	N147	61296009	Back
108791000006110	40	Temporomandibular joint internal derangement	J0462	196431006	Head
1221447010	40	Coxa valga - acquired	N3631	16979000	Hip/Pelvis
253292018	40	C/O - upper limb symptom	1D26-1	162429009	Arm
309572012	40	Reactive arthropathy of knee	N01wB	201569000	Knee
312123019	40	Disorder of bone and articular cartilage	N33	240134003	Other
312285019	40	Other acquired toe deformity	N35y	42251007	Foot/Ankle
314875013	40	Congenital anomaly of toe	PF66	9989000	Foot/Ankle
320179010	40	Interphalangeal sprain	S5213	209465006	Hand
378066019	40	Congenital clicking hip	PE33	253949003	Hip/Pelvis
400882012	40	Congenital sternomastoid torticollis	PE1	268240006	Neck
4378611000006116	40	Injury of shoulder region	^ESCTIN437861	125594001	Shoulder
75341011	40	Schmorl's nodes	N124	45181002	Back
761801000006111	40	Flexion contracture of proximal interphalangeal joint	N084S	202281000	Hand
126406018	39	Spinal stenosis	N140-1	76107001	Back
149911000006117	39	Seropositive rheumatoid arthritis	N04X	239791005	Other
256027017	39	O/E - reduced movement of hip	2H433	164537003	Hip/Pelvis
271821000006115	39	O/E medial joint line tenderness	EMISHGT72	271821000006104	Knee
320376011	39	Complete tear, knee, posterior cruciate ligament	S5C2	209628003	Knee
400246013	39	Arthralgia of shoulder	N094A	267949000	Shoulder
491891000006111	39	Arthralgia of metacarpophalangeal joint	N094G	202483004	Hand
728491000006116	39	Malignant neoplasm of connective and soft tissues of thoracic spine	B3133	188013008	Back
896391000006117	39	Sprain - foot NOS	S551z-99	672001000000102	Foot/Ankle
1495246018	38	Sprained toe	S5513-99	262998001	Foot/Ankle
1573041000006110	38	Supination-eversion injury of ankle	EMISNQSU7	1378000	Foot/Ankle
312574017	38	Disorder of connective tissue	Nyu4	105969002	Other
312582017	38	Overlap syndrome	Nyu46	276657008	Other
312595010	38	[X]Other lordosis	Nyu52	61960001	Back
312630014	38	[X]Other dorsalgia	Nyu7A	410730009	Back
321735014	38	Multiple injuries of ankle and foot	SA16	210706009	Foot/Ankle
400199010	38	Disorder of joint of ankle and/or foot	N06z7	442246002	Foot/Ankle
400344013	38	Bone or cartilage disorders NOS	N33zz	240134003	Other
55971012	38	Unilateral congenital dislocation of hip	PE300	48334007	Hip/Pelvis
8261751000006116	38	Injury of muscle of hand	^ESCTIN826175	812721000000109	Hand
310286013	37	Derangement of knee	N07z	63643000	Knee
310410011	37	Recurrent dislocation of shoulder - anterior	N083G	202210006	Shoulder
4378741000006111	37	Injury of knee	^ESCTIN437874	125601008	Knee
458317014	37	Acquired varus deformity of toe	N35B	314038003	Foot/Ankle
490918018	37	Acquired claw hand	N3606	367393006	Hand
624721000006111	37	Disorder of sacrum	N146	12820001	Back
7301371000006113	37	Ganglion	^ESCTGA730137	445008009	Other
131561000006113	36	Strain of supraspinatus tendon	S506	209416001	Shoulder
311187019	36	Annular tear of lumbar disc	N12zD	202753007	Back
312562016	36	[X]Other acquired deformities of ankle and foot	Nyu33	240240002	Foot/Ankle
314844016	36	Other anomaly of fingers NOS	PF5rz	20948006	Hand
325464012	36	[X]Contusion of other and unspecified parts of foot	Syu90	74814004	Foot/Ankle
325519012	36	[X]Unspecified injury of upper limb, level unspecified	SyuBN	127278005	Arm
372794010	36	Elbow stiff	N0952-1	249917001	Elbow
4395951000006111	36	Injury of lower limb	^ESCTIN439595	127279002	Leg
568921000006118	36	Closed traumatic subluxation costo-vertebral joint	S49E6	209217008	Chest
895941000006117	36	Dislocated shoulder	S41-99	269105005	Shoulder
256025013	35	O/E - reduced movement of arm	2H431	164535006	Arm
26511000006110	35	Other musc skeletal deformity	PE9	73573004	Other
312092016	35	Juvenile osteochondrosis NOS	N3263	19579005	Other
312298011	35	Deviation of finger	N3625	203556007	Hand
312429014	35	Post-surgical scoliosis	N3738	203647008	Back
312687017	35	[X]Other cyst of bone	NyuB6	203465002	Other
319635017	35	Dislocation or subluxation of foot	S48	208986008	Foot/Ankle
320137016	35	Sprain, elbow joint, medial collateral ligament	S511	209429001	Elbow
320178019	35	Metacarpophalangeal sprain	S5212	209464005	Hand
320518019	35	Rupture tendon of thumb	S5S	209765005	Hand
427491000006114	35	[X]Sprain/strain of joint/ligam of oth & unsp part of neck	Syu18	209557005	Neck
496648012	35	Juvenile osteochondritis of the spine	N320	53406005	Back
5139461000006110	35	Juvenile psoriatic arthritis with psoriasis	^ESCTJU513946	239803008	Other
5459941000006116	35	Anterior dislocation of shoulder joint	^ESCTAN545994	263021005	Shoulder
8261971000006111	35	Injury of tendon of wrist joint	^ESCTIN826197	813111000000107	Wrist
130171000006116	34	Spontaneous joint dislocation	N082-1	80406003	Other
219021000000114	34	Rheumatoid arthritis monitoring	66H-3	275902004	Other
311395014	34	Posterior shin splints	N21y1	202889007	Leg
312680015	34	[X]Disorders of bone density and structure	NyuB	76069003	Other
314833012	34	Congenital anomaly of finger	PF5r	20948006	Hand
319442010	34	Dislocation or subluxation of wrist	S43	208811007	Wrist
320209017	34	Volar plate injury, thumb, interphalangeal joint	S523E	209492000	Hand
320248017	34	Partial tear, knee, posterior cruciate ligament	S5422	209521000	Knee
320566014	34	Sternum sprain NOS	S5y4z	54942004	Chest
398009018	34	Symptom: trunk posterior	1D24	267108004	Trunk
5865591000006118	34	Bandy legged	^ESCTBA586559	299331007	Leg
7967011	34	Degenerative spondylolisthesis	N3842	4046000	Other
891911000006119	34	Pain in left arm	N245-98	90834002	Arm
256052015	33	O/E - cervical spine abnormal	2H82	164562003	Neck
309824019	33	Juvenile rheumatoid arthropathy unspecified	N0430	410793008	Other
310636011	33	Hip joint effusion	N0905-1	202379000	Hip/Pelvis
310642010	33	Ankle joint effusion	N0907-1	202383000	Foot/Ankle
311606010	33	Muscle atrophy	N232	88092000	Other
311689017	33	Fibrositis	N2401	56557000	Other
314888011	33	Other toe anomalies NOS	PF66z	9989000	Foot/Ankle
320122015	33	Sprain, triceps tendon	S50A	209421003	Arm
320184016	33	Sprain thumb, carpometacarpal joint	S5220	209469000	Hand
320382014	33	Complete tear, ankle ligament	S5D0	209633004	Foot/Ankle
372791019	33	Hip stiff	N0955-1	249914008	Hip/Pelvis
377851000006114	33	Disorder of muscle	Nyu8	129565002	Other
401537011	33	Rheumatism monitoring	66H-2	268524007	Other
41141000006111	33	Osteitis	J064-1	44462005	Other
451083015	33	Injury of tendon of the rotator cuff of shoulder	S5Q6	307731004	Shoulder
558931000006114	33	Clicky hips - congenital	PE33-1	253949003	Hip/Pelvis
59922014	33	Chronic arthritis	N06zB	35908007	Other
629981000006113	33	Dropfoot	N36A-1	6077001	Foot/Ankle
6766451000006118	33	CRPS - Complex regional pain syndrome type II	^ESCTCR676645	408751001	Multiple
96651000006115	33	Torn Achilles tendon	S5504-2	429513001	Foot/Ankle
131381000006111	32	Strain of infraspinatus tendon	S503	209414003	Shoulder
221511000000115	32	Osteoarthritis of hip	N05z5-1	239872002	Hip/Pelvis
310413013	32	Recurrent subluxation of shoulder - posterior	N083D	202213008	Shoulder
310579016	32	Snapping shoulder	N0878	202337006	Shoulder
312253017	32	Osteolysis	N33zD	203522001	Other
312464017	32	Acquired chest or rib deformity NOS	N383z	449466007	Chest
312702017	32	[X]Other disorders of bone development and growth	NyuC6	76069003	Other
390421000006114	32	[X]Injuries to the abdomen, lower back, lumbar spine and pelvis	Syu3	441051000000105	Multiple
405670016	32	Deformity of bone	N36y2	271084006	Other
5511671000006115	32	Malignant neoplasm of soft tissue	^ESCTMA551167	269469005	Other
58951000006119	32	Weakness of joint	N0960-1	67374007	Other
88796014	32	Juvenile osteochondrosis of spine	N328	53406005	Back
130701000006114	31	Sprain finger, metacarpophalangeal joint, non specific	S5231	209479003	Hand
320373015	31	Complete tear, knee ligament	S5C	209625000	Knee
323941017	31	Other trunk injuries	SK11	417163006	Trunk
411282018	31	O/E - lumbar pain on palpation	25C-3	275316003	Back
411302017	31	Ruptured Achilles tendon - traumatic	S5504-1	275335003	Foot/Ankle
491821000006114	31	Arthralgia of distal interphalangeal joint of finger	N094J	202485006	Hand
5852101000006115	31	Temporomandibular joint locking	^ESCTTE585210	298373009	Head
623471000006115	31	Dislocation of joint of upper limb	S41-1	263017003	Shoulder
1142861000000114	30	Rheumatology disorder annual review	66HB	698706005	Other
159031000006110	30	Rupture of quadriceps tendon	S5U0	6849006	Leg
159761000006115	30	Sprain of sacrococcygeal ligament	S5731	90631008	Back
256102010	30	O/E - soft tissue crepitus	2HC4	164601001	Other
310020013	30	Osteoarthritis NOS, of hip	N05zJ	239872002	Hip/Pelvis
310944013	30	Arthropathy of ankle and/or foot	N096R	442246002	Foot/Ankle
312100017	30	Other osteochondritis dissecans of the elbow	N3276	82562007	Elbow
312313017	30	Acquired deformity of knee	N364z	5321004	Knee
314441018	30	Congenital subluxation of hip NOS	PE31z	36172001	Hip/Pelvis
315761019	30	[X]Other congenital deformities of feet	Pyu83	302297009	Foot/Ankle
320118013	30	Sprain, shoulder joint, anterior	S5070	209417005	Shoulder
372789010	30	Ankle stiff	N0957-1	249912007	Foot/Ankle
400353018	30	Curvature of spine associated with other conditions	N374	77567004	Back
451465017	30	Disorder of bone	N33zF	76069003	Other
4816351000006119	30	Posterior calcaneal exostosis	^ESCTPO481635	202883008	Foot/Ankle
491931000006119	30	Arthralgia of proximal interphalangeal joint of finger	N094H	202484005	Hand
5461141000006111	30	Sprain of lateral ligament of ankle joint	^ESCTSP546114	263133002	Foot/Ankle
5721831000006111	30	Pain in left lower limb	^ESCTPA572183	287047008	Leg
753841000006117	30	Knee pathological dislocation	N0826-1	202190001	Knee
892361000006112	30	Slipped femoral epiphysis-uppr	N322-99	26460006	Hip/Pelvis
1715851000006113	29	Compartment syndrome	SK0y7	111245009	Other
310287016	29	Joint derangement	N08	398993007	Other
310949015	29	Joint finding	N096z	118952005	Other
311446010	29	Extensor tenosynovitis of finger	N220E	202915008	Hand
311719018	29	Fasciitis	N244	36948007	Other
318012012	29	[X]Difficulty in walking, not elsewhere classified	Ryu31	228158008	Leg
320151016	29	Sprain radial collateral ligament	S5204	209442001	Wrist
320279018	29	Sprain, extensor tendon, foot	S5516	209544002	Foot/Ankle
405678011	29	Deformity of metacarpal	N36y9	271090005	Hand
405685010	29	Deformity of talus	N36yH	271097008	Foot/Ankle
411893012	29	Arthritis monitoring	66H-1	275920008	Other
41281000006113	29	Osteoarthritis NOS	N05z	396275006	Other
569231000006119	29	Closed traumatic subluxation shoulder	S412	208774004	Shoulder
7863251000006113	29	Injury of muscle at forearm level	^ESCTIN786325	724940003	Arm
1231355011	28	Cubitus valgus - acquired	N3601	54583007	Elbow
1231946018	28	Wrist drop - acquired	N3605	59349003	Wrist
143197013	28	Bertolotti's syndrome	F32z-1	86345004	Back
17705012	28	Bilateral congenital dislocation of hip	PE301	10155006	Hip/Pelvis
216625013	28	Exacerbation of backache	16C8	135860001	Back
310024016	28	Osteoarthritis NOS, of knee	N05zL	239873007	Knee
310172017	28	Unspecified monoarthritis of the lower leg	N0666	699462004	Leg
310198011	28	Disorder of joint of shoulder region	N06z1	444003007	Shoulder
310419012	28	Recurrent subluxation of shoulder - multidirectional	N083K	202219007	Shoulder
310585011	28	Derangement of shoulder	N08y1	13091000119107	Shoulder
311386018	28	Policeman's heel	N2179-1	202882003	Foot/Ankle
312032019	28	Ischiopubic synchondrosis	N3212	203368004	Hip/Pelvis
